file_name,name,family,sub_family,manufacturer,designer,post_script,rf_related,rf_related_description
Parnas_Deco.ttf,Parnas Deco,Parnas Deco,Regular,Gophmann A.,,ParnasDeco,True,"The manufacturer 'Gophmann A.' is a Russian type designer known for creating fonts with Cyrillic support, indicating a relation to Russia."
Merriweather_UltraBold_Regular.ttf,Merriweather UltraBold,Merriweather UltraBold,Regular,Eben Sorkin ( eben@eyebytes.com ),Eben Sorkin ( eben@eyebytes.com ),Merriweather-UltraBold,False,"The font 'Merriweather UltraBold' was designed and manufactured by Eben Sorkin, who is not related to Russia. There is no indication that the author or font has any connection to Russia or any Russian entities."
Viola.ttf,Viola,Viola,Normal,,,Viola,False,"The font 'Viola' has no available information about its author or designer, and there is no indication of any relation to Russia or any other country."
DianaCTT.ttf,DianaCTT,DianaCTT,Regular,"ParaType,Inc.",Sergey Volhonsky,DianaCTT,True,"The font 'DianaCTT' is designed by Sergey Volhonsky, a name of Russian origin. Additionally, the manufacturer 'ParaType, Inc.' is a well-known Russian font foundry, indicating a strong relation to Russia."
Paneuropa_Crash_barrier_Black.ttf,Paneuropa Crash barrier Black,Paneuropa Crash barrier,Black,Peter Wiegel,Peter Wiegel,PaneuropaCrashbarrier-Black,False,"The font 'Paneuropa Crash barrier Black' was designed and manufactured by Peter Wiegel, who is not related to Russia. The name 'Paneuropa' suggests a European context, but there is no indication of any connection to Russia or any other specific country."
DF_Temple_Cyr__Heavy.ttf,DF Temple Cyr  Heavy,DF Temple Cyr, Heavy,designed by D.Busson - - DiagnostiK foundation,Diogen,DFTempleCyr-Heavy,True,"The font 'DF Temple Cyr Heavy' is designed by D.Busson under the DiagnostiK foundation. The 'Cyr' in the font name suggests it supports Cyrillic script, which is used in Russian language. The designer's name and foundation indicate a connection to Russia or Russian language support."
RobertaC.ttf,RobertaC,RobertaC,Regular,Harold Lohner (Latin code page) A.Gophman (cyr.code page),,RobertaC,True,"The font 'RobertaC' includes a Cyrillic code page designed by A. Gophman, indicating a relation to Russia or Russian language regions, as Cyrillic script is used in Russia and other Slavic countries."
DS_Diploma_Bold.ttf,DS Diploma Bold,DS Diploma,Bold,DSST,Dubina Nikolay,DSDiploma-Bold,True,"The designer of the font 'DS Diploma Bold' is Dubina Nikolay, which is a Russian name, indicating a relation to Russia."
Franklin_Gothic_Medium_Italic.ttf,Franklin Gothic Medium Italique,Franklin Gothic Medium,Italique,International Typeface Corporation,Victor Caruso,FranklinGothic-MediumItalic,False,"The font 'Franklin Gothic Medium Italique' was designed by Victor Caruso and manufactured by International Typeface Corporation, both of which are not related to Russia. The font is an American design and has no known connection to Russia or Russian culture."
CentSchbook_Win95BT.ttf,Century Schoolbook Win95BT,CentSchbook Win95BT,Roman,,,CenturySchoolbookBT-Roman,False,"The font 'Century Schoolbook Win95BT' is a variant of the Century Schoolbook typeface, which was originally designed by Morris Fuller Benton, an American typeface designer. There is no known relation of this font or its designer to Russia."
Baskerville_Win95bt_Italic.ttf,Baskerville Italic Win95BT,Baskerville Win95BT,Italic,,,BaskervilleBT-Italic,False,"The font 'Baskerville Italic Win95BT' is based on the Baskerville typeface, which was designed by John Baskerville, an English typographer and printer from the 18th century. There is no known relation of the font or its designer to Russia."
T-FLEX_Type_B.ttf,T-FLEX type B,T-FLEX type B,Normal,,,T-FLEXtypeB,False,There is no information indicating that the font 'T-FLEX type B' or its designer/manufacturer is related to Russia.
CentSchbook_Win95BT_Bold.ttf,Century Schoolbook Bold Win95BT,CentSchbook Win95BT,Bold,,,CenturySchoolbookBT-Bold,False,"The font 'Century Schoolbook Bold Win95BT' is a variant of the Century Schoolbook typeface, which was originally designed by Morris Fuller Benton, an American typeface designer. There is no known relation of this font or its designer to Russia."
Iron_Lady.ttf,Iron Lady,Iron Lady,Regular,Gophmann A.L. cyr code page,,IronLady,True,"The font manufacturer is 'Gophmann A.L. cyr code page', indicating a Cyrillic code page which is commonly used in Russia and other countries using Cyrillic script. The name 'Gophmann A.L.' suggests a Russian or Cyrillic-related author or manufacturer, linking the font to Russia or Russian language usage."
CentSchbkCyrill_BT_Bold.ttf,Century Schoolbook Cyrillic Bold BT,CentSchbkCyrill BT,Bold,,,CenturySchlbkCyrillicBT-Bold,True,"The font 'Century Schoolbook Cyrillic Bold BT' is related to Russia through its use of the Cyrillic script, which is primarily used in Russian and other Slavic languages. The 'Cyrillic' in the font name indicates it supports the Cyrillic alphabet, commonly used in Russia. Although the manufacturer and designer are not specified, the font's design is intended for use with Russian and other Cyrillic-based languages."
VDS_Bold_Italic.ttf,VDS Bold Italic,VDS,Bold Italic,artmaker,artmaker,VDS-BoldItalic,True,"The font 'VDS Bold Italic' is designed and manufactured by 'artmaker', which is a Russian type foundry. Therefore, the author and manufacturer are related to Russia."
AmazDooMLeft.ttf,AmazDooMLeft,AmazDooMLeft,Regular,,,AmazDooMLeft,False,"No information about the author or designer is provided, and there is no indication that the font is related to Russia or any Russian entity."
Square_Deco.ttf,Square Deco ,Square Deco ,Regular,Gophmann A.L. cyr. code page,,SquareDeco,True,"The font manufacturer is 'Gophmann A.L. cyr. code page', indicating a Cyrillic code page which is commonly used in Russia and other countries using Cyrillic script. The name 'Gophmann A.L.' suggests a Russian or Cyrillic-related author or foundry, linking the font to Russia or Russian language usage."
spike.ttf,spike graffiti-tag font,spike,Normal,,,spike,False,There is no information indicating that the font 'spike graffiti-tag font' or its designer/manufacturer has any relation to Russia.
KorinnaBlackC_Bold.ttf,KorinnaBlackC-Heavy,KorinnaBlackC,Bold,,,KorinnaBlackC-Heavy,False,"The font 'KorinnaBlackC-Heavy' does not have any publicly known relation to Russia. The designer and manufacturer are not specified, and the font name 'Korinna' is historically associated with a German typeface designed by H. Berthold AG, a German company. Therefore, there is no direct connection to Russia."
Kudriashov_Bold.ttf,Kudriashov Bold,Kudriashov,Bold,,,Kudriashov-Bold,True,"The font name 'Kudriashov' is a Russian surname, indicating a relation to Russia. Although the manufacturer and designer are not specified, the name suggests Russian origin or influence."
Myriad_Pro_Light_Regular.ttf,MyriadPro-Light,Myriad Pro Light,Regular,,Robert Slimbach and Carol Twombly,MyriadPro-Light,False,The designers Robert Slimbach and Carol Twombly are American type designers with no known relation to Russia. The font Myriad Pro Light is not related to Russia.
Polymnia.ttf,Polymnia,Polymnia,Regular,Gophmann A.L. cyr. code page,,Polymnia,True,"The font 'Polymnia' is manufactured by Gophmann A.L., which is associated with Cyrillic code page support, indicating a relation to Russia or Russian language usage."
New-YorkerC.ttf,New-YorkerC,New-YorkerC,Regular,Gophmann A.L. cyr. code page,,New-YorkerC,True,"The font manufacturer is 'Gophmann A.L. cyr. code page'. The 'cyr.' likely refers to Cyrillic, which is used in Russian and other Slavic languages. The name 'Gophmann A.L.' suggests a Russian or Cyrillic-related author or foundry, indicating a relation to Russia."
Scada_Italic.ttf,Scada Italic,Scada,Italic,Jovanny Lemonad,Jovanny Lemonad,Scada-Italic,False,"The font 'Scada Italic' is designed and manufactured by Jovanny Lemonad, who does not have any known relation to Russia. There is no indication that the font or its author is related to Russia or any Russian entities."
Schist_Light.ttf,SchistLight,Schist Light,Regular,Cyril Mikhailov,Cyril Mikhailov,SchistLight,True,"The font 'Schist Light' was designed and manufactured by Cyril Mikhailov, a name of Russian origin, indicating a relation to Russia."
NevaC_Italic.ttf,PT Neva Italic Cyrillic,NevaC,Italic,"ParaType, Inc",,NevaC-Italic,True,"The font 'PT Neva Italic Cyrillic' is manufactured by ParaType, Inc, a well-known Russian type foundry. The font supports Cyrillic script, which is used in Russian and other Slavic languages, indicating a direct relation to Russia."
Los_Angeleno_Sans.ttf,Los Angeleno Grotesque,Los Angeleno Grotesque,Regular,Something International,Albert Samreth,Los Angeleno Grotesque,False,The font 'Los Angeleno Grotesque' was designed by Albert Samreth and manufactured by Something International. There is no indication that the designer or the manufacturer has any relation to Russia.
Fundamental_Brigade.ttf,Fundamental  Brigade,Fundamental  Brigade,Regular,Peter Wiegel,"Peter Wiegel, original typeface by Arno Drescher 1935",FundamentalBrigade,False,"The font 'Fundamental Brigade' was designed by Peter Wiegel, based on an original typeface by Arno Drescher from 1935. There is no indication that the author or font has any relation to Russia."
Pink_Bazooka.ttf,Pink Bazooka,Pink Bazooka,Normal,,,PinkBazooka,False,There is no information indicating that the font 'Pink Bazooka' or its author/designer is related to Russia or any Russian entity.
OzHandicraftCyrillic_BT.ttf,Oz Handicraft Cyrillic BT,OzHandicraftCyrillic BT,Roman,,,OzHandicraftCyrillicBT-Roman,True,"The font name 'Oz Handicraft Cyrillic BT' includes 'Cyrillic', which is a script used primarily in Russia and other Slavic countries. Although the manufacturer and designer are not specified, the use of Cyrillic script strongly indicates a relation to Russia or Russian language usage."
Belgravia_Modern.ttf,Belgravia Modern,Belgravia Modern,Regular,A.Gophmann Cyr. code page,,BelgraviaModern,True,"The font manufacturer is 'A.Gophmann Cyr. code page', indicating a Cyrillic code page, which is commonly used in Russia and other countries using the Cyrillic script. This suggests the font is related to Russia through its support for the Cyrillic alphabet."
Harry_P.ttf,Harry P,Harry P,Regular,,,HarryP,False,There is no information indicating that the font 'Harry P' or its author/designer has any relation to Russia.
VantaThin.ttf,VantaThin,VantaThin,Regular,,,VantaThin,False,There is no information indicating that the font 'VantaThin' or its designer/manufacturer has any relation to Russia or any Russian author.
Merriweather_Light_Italic.ttf,Merriweather Light Italic,Merriweather Light,Italic,Eben Sorkin ( eben@eyebytes.com ),Eben Sorkin ( eben@eyebytes.com ),Merriweather-LightIt,False,"The font 'Merriweather Light Italic' was designed and manufactured by Eben Sorkin, who is not related to Russia. There is no indication that the font or its author has any connection to Russia or any other country related to Russia."
BodoniC_Italic.ttf,BodoniC Italic,BodoniC,Italic,,,BodoniC-Italic,False,"The font 'BodoniC Italic' is based on the Bodoni typeface, which was originally designed by Giambattista Bodoni, an Italian typographer and printer. There is no known relation of the font or its author to Russia."
Bickham_Script_Three.ttf,Bickham Script Three,Bickham Script Three,Regular,Gophmann A.L.,Gophmann A.L.,BickhamScriptThree,True,"The font 'Bickham Script Three' is designed and manufactured by Gophmann A.L., which is a Russian type designer and foundry. Therefore, the author and manufacturer are related to Russia."
Petrarka.ttf,Petrarka ,Petrarka ,Regular,,,Petrarka,False,"The font 'Petrarka' does not have any indicated relation to Russia based on the provided data. There is no information about the manufacturer or designer, and the name 'Petrarka' is more commonly associated with the Italian poet Petrarch, suggesting no direct connection to Russia."
RodeoLight.ttf,RodeoLight,RodeoLight,Normal,,,RodeoLight,False,There is no information indicating that the font 'RodeoLight' or its designer/manufacturer has any relation to Russia.
FuturisCTT_Italic.ttf,FuturisCTT Italic,FuturisCTT,Italic,,,FuturisC-Italic,False,The font 'FuturisCTT Italic' does not have any known relation to Russia. There is no information about the designer or manufacturer linking it to Russia or any other country.
LIFAD_font_Serbia.ttf,LIFAD font Serbia,LIFAD font Serbia,Regular,,,LIFADfontSerbia,False,The font is named 'LIFAD font Serbia' and has no manufacturer or designer information provided. There is no indication of any relation to Russia; the name suggests a connection to Serbia.
